"subjectID","volume","run","volMean","volSD"
"FP016","0074","run3",7553.58804009096,1066.64302055718
"FP016","0075","run3",7541.57425202562,1065.56369963103
"FP016","0076","run3",7549.94797596902,1070.05009610948
"FP016","0077","run3",7544.48448765137,1065.30039002641
"FP016","0078","run3",7538.04246105393,1067.16115813913
"FP016","0079","run3",7537.65479522894,1068.00479397672
"FP016","0080","run3",7544.80317060273,1065.72413034091
"FP016","0081","run3",7546.66518795893,1071.47966227379
"FP016","0082","run3",7553.97855437256,1069.99677684273
"FP016","0083","run3",7550.36393829554,1064.54345662895
"FP016","0084","run3",7550.7065517939,1073.03160989108
"FP016","0085","run3",7551.12198672445,1069.20512276135
"FP016","0086","run3",7544.46075653308,1064.19037423136
"FP016","0087","run3",7542.5925061577,1072.9118238233
"FP016","0088","run3",7549.80785061233,1067.61851786927
"FP016","0089","run3",7549.38063715582,1068.13619331861
"FP016","0090","run3",7540.27901068016,1065.02555007776
"FP016","0091","run3",7545.49127720601,1068.90976262852
"FP016","0092","run3",7555.23847990338,1068.7209613741
"FP016","0093","run3",7557.61997282151,1067.39414934881
"FP016","0094","run3",7549.70073472414,1074.18540568468
"FP016","0095","run3",7538.7975636617,1064.30916952826
"FP016","0096","run3",7534.50952096752,1068.14576615235
"FP016","0097","run3",7542.15835849683,1068.48264810608
"FP016","0098","run3",7552.7108493985,1064.94824877337
"FP016","0099","run3",7550.70707961124,1073.73180071011
"FP016","0100","run3",7545.53921419946,1064.20484802162
"FP016","0101","run3",7538.51754923512,1068.26059928427
"FP016","0102","run3",7542.45880467784,1069.17046206475
"FP016","0103","run3",7546.874242007,1063.90909111608
"FP016","0104","run3",7546.87350281311,1072.16178942957
"FP016","0105","run3",7543.14890712685,1064.50912136111
"FP016","0106","run3",7538.75353637616,1070.67492614392
"FP016","0107","run3",7542.37426469761,1067.04788914702
"FP016","0108","run3",7544.40017419645,1063.69435420925
"FP016","0109","run3",7539.76867654343,1062.40324416791
"FP016","0110","run3",7540.16416710699,1070.75657099573
"FP016","0111","run3",7540.98576750782,1063.89382062401
"FP016","0112","run3",7552.48660244839,1067.52138382305
"FP016","0113","run3",7552.57459003969,1070.80119988005
"FP016","0114","run3",7554.52652066213,1069.23263579423
"FP016","0115","run3",7542.13958062866,1062.85147004797
"FP016","0116","run3",7545.00084308976,1070.72930552533
"FP016","0117","run3",7550.16777460866,1069.56051396373
"FP016","0118","run3",7542.23919957742,1065.02940611565
"FP016","0119","run3",7540.96262044772,1067.21230126861
"FP016","0120","run3",7548.67451059717,1066.56472721467
"FP016","0121","run3",7554.44511904294,1066.83798694423
"FP016","0122","run3",7551.16835806821,1076.17631617276
"FP016","0123","run3",7547.57752101194,1066.07645778553
"FP016","0124","run3",7548.8734824353,1067.31136669274
"FP016","0125","run3",7549.48258220313,1070.01844358822
"FP016","0126","run3",7549.81728517106,1067.85694488066
"FP016","0127","run3",7546.35899351288,1064.6005820448
"FP016","0128","run3",7553.10448682343,1072.45995474567
"FP016","0129","run3",7545.96409931195,1065.02026960462
"FP016","0130","run3",7543.56650085715,1066.54781475617
"FP016","0131","run3",7554.81310378508,1070.98552425013
"FP016","0132","run3",7552.92912674729,1070.94707150364
"FP016","0133","run3",7541.71106666742,1062.31131081767
"FP016","0134","run3",7536.21516646809,1068.06992863282
"FP016","0135","run3",7543.67599503535,1066.04072459356
"FP016","0136","run3",7540.56810351127,1066.79091525898
"FP016","0137","run3",7545.18995721457,1070.81230620673
"FP016","0138","run3",7545.41122224905,1062.79583779706
"FP016","0139","run3",7546.39079788369,1070.75056913816
"FP016","0140","run3",7552.23697906432,1067.35549862418
"FP016","0141","run3",7544.22752249294,1064.93840356387
"FP016","0142","run3",7540.87961821794,1069.34367482877
"FP016","0143","run3",7563.24675820413,1071.81596798847
"FP016","0144","run3",7554.60011787488,1069.84850914046
"FP016","0145","run3",7546.27260742735,1067.71231827112
"FP016","0146","run3",7541.42135039777,1072.57284980222
"FP016","0147","run3",7544.87366073184,1068.88506206528
"FP016","0148","run3",7551.01847724172,1067.985578945
"FP016","0149","run3",7548.55760730994,1066.97624957363
"FP016","0150","run3",7551.4525193581,1071.82033797579
"FP016","0151","run3",7549.53508441723,1067.77335364989
"FP016","0152","run3",7549.45856937326,1072.77414856826
"FP016","0153","run3",7549.6513298694,1067.65543357615
"FP016","0154","run3",7544.01300117477,1064.83093123034
"FP016","0155","run3",7547.39495103936,1072.77875960562
"FP016","0156","run3",7540.37850005058,1064.99726204355
"FP016","0157","run3",7542.79044524764,1063.44007366391
"FP016","0158","run3",7536.38596096265,1067.35957750296
"FP016","0159","run3",7535.3703620355,1065.62850156405
"FP016","0160","run3",7538.92536381133,1065.46526512706
"FP016","0161","run3",7553.66101799601,1072.62191988905
"FP016","0162","run3",7544.81056277835,1062.8682530698
"FP016","0163","run3",7545.18393511545,1070.50327225693
"FP016","0164","run3",7543.86232874785,1063.4645875348
"FP016","0165","run3",7546.43291990419,1073.15972907672
"FP016","0166","run3",7545.03317932461,1065.86061643594
"FP016","0167","run3",7546.42227805978,1064.6584021954
"FP016","0168","run3",7544.88765686732,1068.38632929348
"FP016","0169","run3",7545.03632701062,1064.92419503409
"FP016","0170","run3",7549.11947161327,1072.26170117996
"FP016","0171","run3",7547.32699085446,1063.78029486922
"FP016","0172","run3",7549.2922229846,1072.44529103628
"FP016","0173","run3",7548.45663612345,1067.2742705869
"FP016","0174","run3",7544.04021295495,1073.81825530465
"FP016","0175","run3",7549.62097793659,1069.08103453442
"FP016","0176","run3",7550.76035562854,1064.40414783644
"FP016","0177","run3",7556.39521620893,1072.0296355181
"FP016","0178","run3",7547.0345471207,1061.10346819326
"FP016","0179","run3",7537.74221100159,1069.72021237886
"FP016","0180","run3",7544.29465933126,1066.89420482736
"FP016","0181","run3",7538.64549202225,1071.12926679723
"FP016","0182","run3",7540.30490377529,1064.81914500943
"FP016","0183","run3",7547.84046079474,1067.80614032931
"FP016","0184","run3",7555.91735824901,1069.91037219563
"FP016","0185","run3",7555.42599209024,1065.29696443588
"FP016","0186","run3",7545.49302827469,1071.8680234684
"FP016","0187","run3",7544.14555381864,1063.973331462
"FP016","0188","run3",7544.27785656402,1071.70880002081
"FP016","0189","run3",7549.45013228776,1071.27699195782
"FP016","0190","run3",7538.58101450905,1063.00875950503
"FP016","0191","run3",7543.78451587503,1070.77940026145
"FP016","0192","run3",7550.21795390897,1065.05653429143
"FP016","0193","run3",7551.09942345299,1065.23040806103
"FP016","0194","run3",7549.74117461976,1069.63020251187
"FP016","0195","run3",7547.31505479067,1065.5504338895
"FP016","0196","run3",7546.89115248327,1073.10533612763
"FP016","0197","run3",7544.8255757092,1065.73395234556
